,Water_100kVp_1FBP_3mm,Water_120kVp_2Safire_3mm,Water_100kVp_2Safire_3mm,Water_100kVp_1Safire_0-6mm,Water_100kVp_1Safire_3mm,Water_100kVp_2FBP_1-5mm,Water_120kVp_1Safire_3mm,Water_120kVp_1FBP_1-5mm,Water_120kVp_1Safire_0-6mm,Water_120kVp_1FBP_0-6mm,Water_120kVp_1Safire_1-5mm,Water_100kVp_2FBP_0-6mm,Water_100kVp_1Safire_1-5mm,Water_120kVp_2FBP_3mm,Water_120kVp_2FBP_0-6mm,Water_100kVp_1FBP_0-6mm,Water_120kVp_2Safire_0-6mm,Water_120kVp_1FBP_3mm,Water_100kVp_2Safire_0-6mm,Water_100kVp_2Safire_1-5mm,Water_100kVp_1FBP_1-5mm,Water_100kVp_2FBP_3mm,Water_120kVp_2Safire_1-5mm,Water_120kVp_2FBP_1-5mm
original_firstorder_Entropy,1.9950778565437433,1.3926404092242106,1.4631664102271413,2.640643989012503,1.4814950299390677,2.444864650902922,1.3927696014841797,2.3544338884695897,2.534447024775844,3.159955985675369,1.8253082761127204,3.2718433056583818,1.9065267034529707,1.9011538728449202,3.165213447070776,3.2689780806968325,2.5359849717407115,1.8937759690283504,2.644598368170396,1.8981648943495815,2.454341649575627,1.9720059831048908,1.814057428267185,2.351095418128506
original_firstorder_InterquartileRange,31.0,19.0,20.0,50.0,20.0,43.0,19.0,40.0,46.0,72.0,27.0,78.0,29.0,29.0,72.0,78.0,46.0,29.0,49.0,28.0,44.0,30.0,27.0,41.0
original_firstorder_Kurtosis,3.06793116271536,3.2435248826522955,3.327722685095486,3.17117191916655,3.220532505453212,3.059399629457752,3.253131307478837,3.1144198965424934,3.183038162920637,3.0922166020483375,3.1898644288727382,3.0994228399036468,3.146966337470263,3.0388147753375128,3.0718439275173464,3.0754347474990666,3.149931434341409,3.0812303551273543,3.2344305641202653,3.1148385792175985,3.0562436529477117,3.141350715781634,3.0958210803854795,3.0425238063731155
original_firstorder_Maximum,98.0,68.0,80.0,173.0,78.0,123.0,61.0,116.0,157.0,235.0,87.0,292.0,93.0,89.0,238.0,245.0,158.0,84.0,216.0,89.0,127.0,107.0,78.0,116.0
original_firstorder_MeanAbsoluteDeviation,18.367666916010737,11.225721070028223,11.847027839379507,29.404181778956495,12.115392117116192,25.565892114314767,11.140734630128355,23.897615172689843,27.200412418055382,42.6103256772831,15.972886870460211,46.09426760968855,17.16286246949015,17.063379869669646,42.764775193122944,46.063082512423165,27.24424260056471,16.93533225588106,29.44814548908162,16.962424506871145,25.7819764825312,17.972461761311664,15.9476499471132,23.89434691570624
original_firstorder_Mean,-0.33957294176988173,0.5988342767471838,-0.1656111640419212,-1.0752566735112936,-0.30398475592669394,-0.6929629923131786,0.4978983354817015,0.23615183453522468,0.07565023956194387,-0.0023956194387405884,0.24098581504081149,-0.8636379192334018,-0.2565575719153657,0.5533262343776271,0.003730321697467488,-1.1050136892539357,0.011704312114989733,0.4300846270246035,-0.7773100616016427,-0.7089705998890562,-0.18270068943656392,-0.13461861794541277,0.30727474443299785,0.3126634440129963
original_firstorder_Median,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
original_firstorder_Minimum,-95.0,-68.0,-76.0,-200.0,-69.0,-135.0,-74.0,-115.0,-155.0,-223.0,-83.0,-247.0,-101.0,-86.0,-220.0,-272.0,-147.0,-91.0,-179.0,-91.0,-135.0,-104.0,-102.0,-144.0
original_firstorder_Range,193.0,136.0,156.0,373.0,147.0,258.0,135.0,231.0,312.0,458.0,170.0,539.0,194.0,175.0,458.0,517.0,305.0,175.0,395.0,180.0,262.0,211.0,180.0,260.0
original_firstorder_RobustMeanAbsoluteDeviation,12.977132688974843,7.9572017824472026,8.334755589938032,20.626229355014225,8.618918882216844,17.960715310883707,7.94992722178635,16.809669473994294,19.102378948197202,29.806490956128165,11.183833125150365,32.30592049444379,12.198237319923512,12.107422363398177,30.05818432882361,32.44413208529556,19.17287351762707,12.032077005297706,20.568403399359163,11.941268907016386,18.17208765118129,12.661324591257054,11.239049368789097,16.826268829881165
original_firstorder_RootMeanSquared,23.068719846181118,14.173093884522373,14.996349197971481,37.071006841662935,15.271427551724768,32.15152593113508,14.091318734910567,30.13414155145866,34.34475656074701,53.62636250620414,20.183436453210373,57.99343040869461,21.573491238312016,21.42532639966484,53.83422249177222,57.86411821911606,34.38910099058206,21.32253388219413,37.19140605654345,21.361290665261944,32.33772265515788,22.6566915928552,20.06252904589179,30.039836060386676
original_firstorder_Skewness,0.010940515665390964,-0.010738922333648176,0.04112372018544896,0.012688227829462283,0.003512188820279542,0.006055100204827776,0.06809889580632363,0.024763265282957938,0.0033400389270295985,0.007772490981068169,0.029204596163380378,0.024474208411182627,-0.009377112272384948,-0.00816661007403177,0.006985505106012974,0.007973878588415223,0.013078269185134524,0.06524954507825177,0.02527004878950241,0.008095458372628782,-0.010100050008373522,0.040286751132972164,-0.014301905409255926,-0.013206252466329787
original_firstorder_TotalEnergy,14796156.979007721,5585104.05121994,6252778.290721893,25027954.643295296,6484271.832298279,20326480.35965538,5520840.717315674,17855690.659915924,21482136.95247733,52373702.31520667,8010308.248626709,61251142.47078984,9151659.869825363,12763119.461208344,52780498.32977097,60978294.7081745,21537646.334182173,12640945.73373413,25190790.2239245,8972510.692171097,20562592.521577835,14272331.571235657,7914625.362985611,17744105.945451736
original_firstorder_Uniformity,0.2933713285150949,0.43178537927735117,0.4147987379405823,0.18855551725656483,0.4098247993658526,0.21465347647743513,0.4306690773553228,0.22993164665066276,0.20313667504325328,0.13124677796564194,0.3312865106090329,0.12142580759336638,0.3123545784067526,0.3119334632291231,0.13063766589787587,0.12133282303149044,0.20261419599526076,0.31414185645074055,0.18864887719539883,0.31400590273142676,0.2127638721984977,0.2983128773728298,0.33165687176661274,0.2289519473165272
original_firstorder_Variance,532.0505255588083,200.51798776847818,224.86306220984451,1373.1033713406896,233.12409273574255,1033.2404219917362,198.3173609363661,908.0107193543929,1179.5565802582291,2875.786749907825,407.31303289773047,3362.4921001125663,465.34970242181817,458.7384414105245,2898.1234973783344,3347.0351220224,1182.6101299495297,454.46547837091373,1382.5964735308294,455.8020995743,1045.6949269799904,513.3075517614578,402.41065394868536,902.2939921056856
original_glcm_Autocorrelation,20.892388323377126,12.7121636238521,20.82623150488841,72.02041488283945,12.648376660789705,42.37032499202756,12.823520192752653,30.957215729657268,56.81258156176681,91.30249708309579,20.688719121757572,110.79198598424779,30.3683991715928,20.80889800126578,91.30366560521375,132.23144035935786,42.76310233602924,20.828943309384208,72.47284999861706,20.362788711732705,42.682690184559256,30.85437202931602,30.72083235628852,42.86831104082941
original_glcm_ClusterProminence,16.171168603630363,3.133651212920976,2.9575114508683815,85.21141677970265,4.494827453352837,43.32057757304472,2.159748632149556,37.39314909750624,66.539445913739,360.33637314786006,8.839977977666122,523.7047409924098,13.018959832497618,13.188931225624696,358.0232507120363,453.4340627431982,66.7882674031642,10.060384344866021,102.04333727062333,10.079504710136955,55.1038595655571,12.35195517457452,7.76124443404356,33.060781734889595
original_glcm_ClusterShade,-0.19954552369815248,-0.14595564797940605,-0.08505784741694064,0.25641678456602784,0.027348904420525438,0.12575728225041752,-0.028815637276267434,0.3714044098111446,-0.037130663656216346,0.16354028722949515,0.13972127790901806,0.41696886211672457,-0.0778662711838533,-0.4720797878239115,0.8114318186424154,0.8164187587738377,0.32929202604820007,0.06605206397098516,0.07449036535279234,0.020007797323979816,-0.15701805070898256,-0.2001111632346622,-0.07679748046210785,-0.3677740428837355
original_glcm_ClusterTendency,2.2975405646932554,1.0218311175737567,0.9808329240772018,5.112653635896687,1.2224482268801942,3.729686167487743,0.8558666735451349,3.473726906404712,4.596460539103735,10.772238651319952,1.6892131431785145,12.897299741733615,2.09931507377959,2.0758329877871646,10.749872906536483,11.972295891379936,4.584388800425119,1.795414154238294,5.545496889327416,1.7926216307959733,4.3621659757005435,1.9849469865336196,1.5856919634625501,3.2866548250690903
original_glcm_Contrast,1.5569909611990869,0.7127709126035107,0.6733592658614467,3.6221647918553828,0.813311436514453,2.7780699410555036,0.6819904296902882,2.5866583422894873,3.196822938050439,7.773570225563757,1.2204552608532502,9.293869336203205,1.4698506568103633,1.4505986187420552,7.924334948334154,8.846959469376332,3.2514098758975587,1.4654884682823146,3.7892393276778824,1.2868845093404429,3.154615544800983,1.352562392440196,1.0925225383856807,2.3562791115435777
original_glcm_Correlation,0.1934839610901764,0.18121786311745794,0.1823985877988541,0.1676674461686773,0.20478855079459854,0.14173199341741757,0.10971136359589966,0.1456880722483153,0.17903885359094904,0.161079185827543,0.1603548074812158,0.16327116286743565,0.1812431193762147,0.18064943964935912,0.1507436984935448,0.14685435692376045,0.16979814413748356,0.10203677229008123,0.18909171531327884,0.16013009891234195,0.16443218525147224,0.18642287257799034,0.17881239558864215,0.1597189815212019
original_glcm_DifferenceAverage,0.9397951135109186,0.5920527828412369,0.5662516329533391,1.4680938153876637,0.6414260538481507,1.2846024782376135,0.5761076074823693,1.2335785763442852,1.3752987470460716,2.185793143599939,0.8109470437382367,2.395941803473776,0.9032280401390994,0.8995704486300925,2.205973070270895,2.3334934000922125,1.3857898399346036,0.9014483015614462,1.5062084966668463,0.840416468867792,1.3728415731244585,0.864927973894189,0.7644195228384038,1.1839767519519486
original_glcm_DifferenceEntropy,1.672764528985194,1.253972630275445,1.2399605419613637,2.181815064664606,1.3246141568995538,2.0154340032556446,1.2371395008125292,1.971818838303553,2.105299093078368,2.6612909680171457,1.5452812398860272,2.7777110224903487,1.641889683926735,1.63392802575682,2.6723505675422183,2.7472013023471784,2.1145069696259857,1.6446227902769845,2.2077431698679386,1.575394273256403,2.0853293206839734,1.5960460969118957,1.4879916514496767,1.9135765395980422
original_glcm_DifferenceVariance,0.6659158768317159,0.35706424833596007,0.34997269307200735,1.452739204821434,0.3962305010708569,1.116912180055424,0.34684569036669133,1.0523428838033178,1.2918326472523725,2.962387752158892,0.5557410819775193,3.5072889077723066,0.642699161848389,0.6321650860539503,3.021356055181997,3.367274676306692,1.3161010632917898,0.6435432344736991,1.501720683535619,0.574976220812403,1.249474378274166,0.5984952090073318,0.504077389866557,0.9455731930065313
original_glcm_Id,0.6208581617647303,0.723573008172706,0.7343839932139902,0.5200293212209048,0.7070869883097415,0.5487837289450327,0.7293934000376391,0.5591060391275083,0.5349343070116475,0.43073659883972837,0.6563250475565889,0.4119526177196384,0.6312250848831079,0.6319513618682381,0.4287009930135214,0.4172690317843421,0.5333465429213354,0.6333492565172368,0.5140220082414078,0.6474482733396036,0.5332882239113329,0.6402837320644299,0.668907478497873,0.5659250593204731
original_glcm_Idm,0.591286294786356,0.7160414158157938,0.727583665657,0.46259012363232216,0.6964742301854137,0.4993521330283967,0.7225338378254567,0.5123878626257874,0.48153922039987324,0.35138261800252235,0.635288239075052,0.3287071934146265,0.6043627771998744,0.6048568322926434,0.3490370648744308,0.33511539088200376,0.47965813150368203,0.6052421324384682,0.45465668340583415,0.624203691328339,0.48007818633739446,0.6158614707064137,0.6505216588033915,0.5215586211221419
original_glcm_Idmn,0.9772530639791704,0.9812651689088857,0.9897956892040392,0.9846651498727907,0.9841611576900383,0.9784931190828018,0.9820122815630692,0.9759634187051722,0.9844682178234787,0.9797747475987498,0.9819710826476336,0.9818382577522005,0.9828027623110832,0.9787392491884103,0.9794162327328978,0.9810854939626102,0.9818410091845132,0.9785218822789938,0.9873943804168908,0.9810105196690486,0.9794309349859813,0.9870044536547624,0.9870274152820527,0.9815517129162117
original_glcm_Idn,0.9021315973395355,0.9175517899369983,0.938264933160049,0.9155310811620345,0.9221807556328253,0.9017982324022836,0.9195801356584925,0.8973271928053111,0.9153340170112614,0.9024660732740091,0.9142846088457264,0.9068762219555796,0.9146059602822642,0.9059161267729763,0.9017040681489837,0.9052924230690981,0.9091742527002751,0.9058565993906027,0.9225031922319473,0.9114125455978435,0.9033918205181709,0.924939548924586,0.9264746918964553,0.9083971274515907
original_glcm_Imc1,-0.03175492085934331,-0.03078078243051793,-0.030247300952359803,-0.015612081674635792,-0.03309005292975433,-0.01925825337261592,-0.022643931590163084,-0.018945678203490343,-0.016344017614790325,-0.013335769459361326,-0.02310096694704572,-0.013692063416735532,-0.024542665076533247,-0.028247497581777695,-0.013165692267385804,-0.012898706670874501,-0.01580994853786891,-0.024839524756996283,-0.017324108550534397,-0.021615218881844676,-0.020714361266619043,-0.031278284154942784,-0.024467133649369567,-0.019032740888128626
original_glcm_Imc2,0.32701247690997537,0.26780930933809266,0.25576568200708755,0.23452736483177958,0.2888869445441803,0.26872586548132776,0.21829159199092601,0.2567764014491928,0.23978199642291897,0.24656416283317212,0.23806136762442165,0.25771133240568733,0.2677211369273287,0.30170902742673156,0.24405537462100052,0.24400951562728201,0.23152750382223336,0.27554196360063654,0.2567985248500819,0.23604295656979152,0.2867834643641758,0.3171283688584981,0.24949377302524758,0.2552829475136754
original_glcm_InverseVariance,0.5103587011580679,0.49131028785643294,0.47574836555540795,0.44383861093128807,0.4990219573087701,0.4702701742991383,0.48534389012447665,0.47541301216702286,0.45624315391304315,0.35543531788203364,0.5122414632617249,0.33174302040080345,0.5121663764151428,0.509582877638504,0.35427212401421315,0.3391213877195834,0.455773385947146,0.498648869976772,0.43653979650450403,0.5119042962581072,0.46202042975835755,0.5156791657144641,0.5104594820058174,0.4863234978819084
original_glcm_JointAverage,4.550414803183396,3.5545479828632387,4.555061725586593,8.464499073110774,3.5419710347541047,6.490947286836829,3.574831018859622,5.54394318921488,7.514161584491698,9.5159244510965,4.535579071338215,10.48289618258989,5.496447298733065,4.544497684751553,9.518259903899372,11.46516742836109,6.513818757543541,4.554798289123284,8.487271586563153,4.498481551806122,6.510051115213967,5.540395264866851,5.531502767042523,6.529601720934262
original_glcm_JointEnergy,0.0856585534323109,0.18165568252242908,0.19043598055353284,0.03845282046296936,0.15783492428434528,0.05067562146729903,0.197020328143316,0.05533406142947964,0.04279742907878751,0.017867433468365005,0.1145260447548638,0.015001051714285766,0.09206690704156933,0.09435203800181485,0.017734110609043317,0.015914988971432478,0.04282862765962258,0.1003315549199468,0.03625743591362132,0.10604137960558985,0.04317275213130952,0.10104365766617801,0.12160721093920404,0.05753389518528987
original_glcm_JointEntropy,3.970443242533441,2.836858505051019,2.7688749351759947,5.175968691700534,3.063944335297447,4.746030783404262,2.6786766180103623,4.639651834662685,5.0135486783340815,6.263495155306363,3.586692981388728,6.518780014500013,3.8795439719133906,3.8451216537936292,6.273767920895015,6.42895351767878,5.021244030110025,3.7498446841100996,5.265958076666656,3.6740265905314855,4.947780795535712,3.764157229064502,3.4691608189303227,4.5410250705755475
original_glcm_MCC,0.24039741913999652,0.2139525479027474,0.21423616040965968,0.1991075380793318,0.22610222562898025,0.1924123261454569,0.17072430026665705,0.17918082617105596,0.18586054850990041,0.17600563053128418,0.18314799997975537,0.23454785398077227,0.2014453401193538,0.22184337181322827,0.16498860989682682,0.16682347827416055,0.1753249698921329,0.214862785544961,0.2564476807830528,0.18945138024742142,0.2121674676712589,0.2295036196387915,0.2046484237420424,0.18816776058365442
original_glcm_MaximumProbability,0.14083041327622953,0.26498719018316,0.27755385859342785,0.07174606480713784,0.2187271491677995,0.09173382471595938,0.27486488194554964,0.10121262718935772,0.07857850552354165,0.03538647277401783,0.17477892443136747,0.030895344908881815,0.1476933126969557,0.16196535281916452,0.035620416702275545,0.03165273238376087,0.0799600525473733,0.16577380281923412,0.0708881452335641,0.1631167475164505,0.07812137130634779,0.17084994557469108,0.18803358226501127,0.10273787587255691
original_glcm_SumAverage,9.100829606366792,7.109095965726477,9.110123451173184,16.928998146221552,7.083942069508209,12.981894573673658,7.149662037719244,11.08788637842976,15.028323168983393,19.031848902192998,9.071158142676426,20.965792365179784,10.99289459746613,9.088995369503106,19.036519807798733,22.930334856722176,13.027637515087083,9.109596578246569,16.97454317312631,8.996963103612243,13.020102230427929,11.0807905297337,11.063005534085043,13.059203441868524
original_glcm_SumEntropy,2.632182192054254,2.046494427696822,2.0122333405321453,3.2154309944651596,2.1810152008505983,2.9821473171460378,1.915302942173929,2.93452012402435,3.1418988575992106,3.7554763068725907,2.4161748907267344,3.8855844877678645,2.575784944656019,2.5585688861389952,3.7532020127295214,3.8286064880286483,3.1393620495901584,2.4504933446521586,3.2759787858293707,2.4573412891350066,3.0998000928803626,2.520248584016975,2.367937824329372,2.891928820795211
original_glcm_SumSquares,0.9636328814730859,0.4336505075443169,0.4135480474846621,2.183704606938018,0.5089399158486617,1.6269390271358115,0.3844642758088557,1.51509631217355,1.9483208692885436,4.636452219220926,0.7274171010079411,5.547792269484206,0.8922914326474883,0.881607901632305,4.668551963717659,5.204813840189067,1.958949669080669,0.8152256556301525,2.3336840542513255,0.7698765350341041,1.879195380125382,0.8343773447434538,0.6695536254620575,1.4107334841531671
original_gldm_DependenceEntropy,4.5732428953296,4.216128159073932,4.279270178598259,5.249305908030145,4.266001691284048,4.93755579024166,4.203265149532443,4.895855462113641,5.200346548843822,5.413512704322607,4.6699387222343125,5.4617661967144535,4.701796396941716,4.510220358330837,5.4169623535900415,5.471632960621863,5.2054818994888965,4.509294799557715,5.238460481943169,4.710278981251083,4.934191584575467,4.589222880949752,4.690598118299597,4.9123590426693795
original_gldm_DependenceNonUniformity,3016.1755870649554,2608.8779353247774,2604.7554222944573,10472.198836413416,2633.6605391470043,4764.396703383786,2620.6377290814326,4525.448213012124,10001.963415468857,13477.23388090349,3653.928758221729,14082.853764544832,3801.9152072271972,2934.764165218853,13386.822758384667,14073.18480492813,9899.531382614647,2878.171103513983,10445.378542094455,3777.0870908946827,4799.77557651161,2924.0345793868746,3631.734685791267,4562.400507171726
original_gldm_DependenceNonUniformityNormalized,0.16903971232780113,0.14621296504650436,0.14598192133018312,0.17919573642048967,0.14760189088981698,0.18877869495933855,0.1468720354806609,0.17931088885855156,0.1711492713119243,0.23061659618246905,0.144778855623335,0.24097970165203342,0.15064249176746164,0.16447705908304955,0.2290695201640087,0.24081425059767508,0.16939649867581533,0.16130533562259614,0.1787367991460379,0.1496587325023648,0.19018050465613795,0.16387572602067335,0.14389946452933144,0.18077504188809435
original_gldm_DependenceVariance,2.8825304965188763,3.9502330616346377,4.18398652077679,3.466468266182436,3.8934293755868454,2.7714609473482468,4.04761871991083,3.030593981840937,3.681827584502565,2.058807281586829,4.671733035569057,1.8439623913280778,4.049107449140604,3.0166408295958864,2.020391238830632,1.9303652798449864,3.7053894761400796,3.1688714755142167,3.2927087845469782,4.411930504959141,2.5470650840718765,3.1671378152838754,4.907949942037186,2.996219730145401
original_gldm_GrayLevelNonUniformity,5234.624614694838,7704.346522445777,7401.253881073811,11019.184428473649,7312.5038950849075,5417.424439337507,7684.428347251022,5803.014898169427,11871.30728952772,7670.061704312115,8361.008954750772,7096.124195756332,7883.204849829622,5565.828784397243,7634.465195071869,7090.690177960301,11840.77361396304,5605.233144650563,11024.64038329911,7924.880973135748,5369.734606545685,5322.796670963403,8370.356129645772,5778.289246374515
original_gldm_GrayLevelVariance,0.9306739474344732,0.4048558517977466,0.44597216640930737,2.279684521433614,0.4570550593999047,1.7364705344057925,0.4046246761605455,1.532998789160915,1.9676401634722733,4.681131632986979,0.7360186433662509,5.465954045134716,0.8234852857583191,0.8169549074550057,4.7146756435635915,5.444046415741517,1.9710726876779379,0.8090278571636975,2.2937656258710972,0.8140288509181481,1.7592236513353647,0.9016432438579233,0.7242072334832259,1.5245936958936879
original_gldm_HighGrayLevelEmphasis,21.238468867342934,12.97528442526481,20.817967830521773,74.1128507871321,12.771675166732052,43.85830889927887,12.928599450765006,32.13487598066408,58.575239561943874,95.28879192334018,21.239282035026548,115.39529431895961,31.18036294476583,21.47223000616488,95.33667008898016,137.1243839835729,44.47660848733744,21.41237460068374,74.34086242299794,21.006300023773676,44.21344797527538,31.330998150535223,31.34142959030034,44.191298835089945
