,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
Liver_40dose_100kVp_1FBP_0-6mm,0.981334440299401,0.19329027315329314,4.1978749894942124,21.717983636791672,25.951062448626455,24.48120892551464,26.123057316002587,27.332044101497807,1138.2723413926433,21.312605316642504,0.3217239753675148,1638.6950940824622,1.4396335872288404,1149.5415550726466,39.0,177.0,51919587.0,3.1562370043019623,73.0,2.9981225826829445,298.0,42.78658025248427,109.09217638691322,109.0,-77.0,375.0,30.323343224912755,121.53544343680078,0.00786978363716349,16979721.985408127,0.1308257032955693,2869.7610625464126,80.54798043922666,363.67190093069723,-0.9352809317729258,10.739538882834648,8.018672807142028,0.146295233496636,2.220595720739366,2.6727136583827193,3.0238037482905558,0.4285561321163308,0.3487599294173101,0.9712966063974824,0.8857870762011483,-0.02208626907692953,0.32615865716678427,0.35033525562277845,8.936814887048705,0.017822114740995786,6.249690595686331,0.19466078954678925,0.03671802879463744,17.873629774097406,3.747023256984026,4.689552922494169,5.918450947824639,522.3149359886202,0.1485959988587824,4.420600515166661,459.852347083926,4.667208731528564,83.5610241820768,18.371834992887624,1516.0634423897582,0.25635287176440813,0.01629520466513353,0.21582440844386794,18.77872350007778,0.004411157607350173,400.2683303124877,0.12723519987928228,4.8897892503585005,83.68892957111781,1.3970196543121665,116.4899909271191,0.022163836465669516,0.01653804025810726,3.7083325069144135,2569.048889673654,0.8141142783544285,0.894802494802495,0.14055060233398217,0.9201940927925901,77.11682544995202,0.01538934094314119,77.0048602673147,0.09356605135761203,8.969744393049758,86.80801944106926,672.321992709599,54666.90765492102,8.701131760997619,0.02126518028139853,278.47752126366953,0.3383687986192825,0.5975568238178471,53.3250652690367,0.013584320080993903,5.61440773722627,0.23413940256045518,654.0808942183194,3.175299899561632,0.001906912977316976,160.15021857680966,0.058340988139849954,0.15818170482453292
Liver_40dose_100kVp_1FBP_3mm,0.9511567933532317,0.7416919506982894,14.691828964523026,19.808532303324768,23.26688977474297,23.26688977474297,21.562363068519016,25.01664118993158,3003.7531414031982,18.84102006666429,0.5933758196806017,1696.6689230108718,0.5648496541291259,3052.8766021728516,39.0,107.0,11160677.0,2.1173979627732367,36.0,2.7074988072886863,150.0,20.62351173613022,73.00214247455811,73.0,-14.0,164.0,15.052194359549153,77.31666463938261,0.05592224140258945,18249689.168563843,0.26345006683040284,648.5538250830755,19.872291003177924,23.66402085067114,0.7553777434946907,2.8879487350764115,1.4021786114517016,0.34565685938644797,0.8802184804176197,1.6195000915383215,0.6185527718441295,0.6374092126288275,0.6116992214801921,0.9794231987318095,0.9077600449525435,-0.05815531043945797,0.4387904547636402,0.5102624622097595,4.415913911869657,0.07936772442080137,4.063407364677511,0.35964764989311515,0.15513794469831843,8.831827823739314,2.7961529301209063,1.072531836632028,5.637366596741783,162.86288162828066,0.08723239508745617,12.075990715178547,491.8612747723621,1.1082015635933096,20.862346009641136,55.57096946973755,1092.0,3.2502546959240757,0.062494359152337954,0.08169452462439655,1.7859230367839343,0.007653410959617201,368.30361982928684,0.2509903730322861,1.2060010345421703,21.07730719772581,2.1236892437125667,43.5820817949451,0.12918230370645759,0.06356271859246085,3.0971833314788535,983.8852837079916,0.6583166562974353,0.7848049112109101,0.42203687797089073,0.8322883688364932,17.680367186278424,0.05359283668934097,24.23076923076923,0.1694459386767079,3.2275416890801507,23.132867132867133,4653.937062937063,90825.18881118881,255.35182037208824,0.10035283169211741,35.82517482517483,0.2505256980781456,0.5129979975417062,11.09237367462249,0.0664359635620057,4.972249308757905,0.07659346545259775,4483.479387745121,5.894872456133204,0.004135104553145784,16.48796523421836,0.02410164354204591,0.08952284759600314
Liver_40dose_120kVp_2FBP_0-6mm,0.981334440299401,0.19329027315329314,4.1978749894942124,21.717983636791672,25.951062448626455,24.48120892551464,26.123057316002587,27.332044101497807,1138.2723413926433,21.312605316642504,0.3217239753675148,1638.6950940824622,1.4396335872288404,1149.5415550726466,47.0,189.0,58742469.0,3.195000734525028,74.0,2.9830895388466723,296.0,43.898267655991695,117.02162162162162,117.0,-76.0,372.0,31.049767134063355,129.27466871568652,0.011396791719490701,19211069.46317688,0.12684714361737645,3017.880044596516,86.54743759381707,395.0981523504714,-1.4882151250976743,11.383491064371547,7.9886231279994275,0.17355874360969448,2.2241514148831536,2.6704796447561967,2.9849010506499694,0.42655789468473093,0.3456436025043577,0.971381332391561,0.8855031870897834,-0.024073357426537604,0.3436472735768636,0.34644705633229145,9.25729713824344,0.01705544518815971,6.285103232164205,0.24602590784218,0.03395298382246047,18.514594276486875,3.7870933123123,4.843028548092744,5.953642106857659,518.7382645803698,0.14757845365017636,4.125161136280401,445.86770981507823,4.93206186046794,89.5877667140825,17.82674253200569,1605.899573257468,0.2301102376704521,0.01524474047559679,0.22200413302076555,20.57961819658915,0.004256423592324875,389.76800195844993,0.1237373124669971,5.142887581281967,89.62013616300146,1.3924977005152877,124.6627076978338,0.02065613285697341,0.015474910458359801,3.739312665754706,2579.2118242928727,0.8162942476284295,0.8960936645147173,0.14004374529100294,0.9213113121946728,82.58426918951828,0.014420884465855181,78.23550295857989,0.09258639403382235,9.153609467455622,93.2284023668639,635.4828402366863,56013.13727810651,7.5736783033195705,0.01977306787354906,297.7550295857988,0.3523728160778684,0.6132838388123757,58.27253949632443,0.013050395963632201,5.607059292248727,0.24039829302987198,618.1792094114353,3.029389637900939,0.0019745816788425173,158.59354159351562,0.061078397937798366,0.16340311747889608
Liver_40dose_100kVp_1Safire_0-6mm,0.9397416681794998,0.3337631945001471,6.2725721087199995,18.793480563709174,25.13023018673785,22.439107543853485,22.502444325236127,25.814961907795453,983.8554980772897,17.661016775839066,0.28293878001439343,1690.7492074422335,1.7184934278930173,997.7955290260725,37.0,133.0,26102404.0,2.6454736580019893,50.5,2.981068021386078,205.0,29.841392492813902,84.63716814159292,85.0,-50.0,255.0,21.23190194502752,92.49519019801673,-0.009903733636925422,8536500.166513363,0.18514543699960928,1391.909978739018,34.75901189708291,104.06162749545905,0.7415418093605839,6.019839122084093,3.420527756635306,0.2770375320645116,1.4288010389291217,2.1325418729992283,1.3494840846030236,0.5255566701470801,0.46976146631399485,0.9739050652584257,0.892508024216554,-0.03702593586989927,0.38418128067140384,0.45036692986536464,5.84016858433239,0.035603161052349876,5.226854706984532,0.2894770877750019,0.06721022226783203,11.680337168664781,3.332228192445031,2.36009171967985,5.82728073579945,342.2756473287447,0.11218474183177472,7.030197126292125,564.8787282858079,2.299061051171922,37.16748607014094,30.29793510324484,1085.5476892822026,1.0279179450402676,0.038560209648503395,0.15062006998510946,5.959615240821299,0.007832950109198522,469.28485192282943,0.18022282690919925,2.4182430992206854,37.36971810546389,1.6331856900964383,60.181334249275245,0.060954097393565124,0.03928270820909316,3.362033264847423,1982.068843828451,0.7545881749684248,0.8529359856793484,0.23230598615370232,0.8883175464074072,33.33583412885573,0.035385564091409166,58.87659574468085,0.12526935264825714,4.848171118153011,40.51702127659574,1813.8659574468086,63706.017021276595,56.03636532079015,0.05590586975205194,150.5063829787234,0.3202263467632413,0.583615216406763,23.634091093788733,0.03561582660705331,5.274367487696374,0.1540478531628974,1771.7265233137166,5.65050173289125,0.00239331961200797,46.61554820333631,0.03885954793599447,0.09546878782156429
Liver_40dose_120kVp_1Safire_0-6mm,0.9397416681794998,0.3337631945001471,6.2725721087199995,18.793480563709174,25.13023018673785,22.439107543853485,22.502444325236127,25.814961907795453,983.8554980772897,17.661016775839066,0.28293878001439343,1690.7492074422335,1.7184934278930173,997.7955290260725,45.0,140.0,31052391.0,2.6454030347177087,50.0,2.958970734421159,222.0,29.645626233200883,93.77613897082924,94.0,-27.0,249.0,20.782503679122016,100.88495838292877,0.01804501474412063,10155338.21873794,0.185662163412096,1383.8105876489926,39.53756347292079,115.33502157145043,0.837165469067795,6.138655163276927,3.096842281800891,0.3294598337679128,1.3520294846731686,2.080392185077396,1.2479412318605314,0.539517396701609,0.48724703657912044,0.9762177012039722,0.8975551525478429,-0.045600871499624634,0.43459339963941646,0.4579974749315625,6.227073387885422,0.03724237163418104,5.173152218235189,0.3554540682564016,0.07168106124168037,12.454146775770845,3.3437227255677486,2.3088743612694542,5.9400316919148715,324.43166175024584,0.10633617232063121,8.148718588324927,566.4552605703049,2.2983391381798404,41.513602097672894,33.52376270075385,1366.1960013110456,0.9723626323485588,0.03218435406570976,0.1462779669438973,6.516556643441217,0.005626783243567936,464.407913025718,0.18010004040585384,2.4203211422112862,41.63742617493571,1.6772820100864456,69.33476745513589,0.052532032256731725,0.032664630417570215,3.3948669056128122,1930.6958430222364,0.7427213573059243,0.8447167385220483,0.25061348093205804,0.8825780123540732,36.83482567474234,0.029139875275020797,61.1978021978022,0.13450066417099385,4.461857263615506,45.28131868131868,1861.3208791208792,73844.18901098901,50.6938633814478,0.040607129213808255,145.35604395604395,0.3194638328704263,0.5853568499900972,27.535776511605143,0.024527501713827976,5.283987942261131,0.14913143231727302,1816.3572225576622,5.156009588513434,0.0024697268768447763,45.25602043501806,0.037497782253071175,0.09937884195082672
Liver_40dose_120kVp_1Safire_1-5mm,0.8558905116241341,0.6667981543367084,13.56482233201084,20.343221173886313,24.59272036887342,23.224874394696176,22.1484375,26.950883058932412,2719.9135608673096,17.411569978600472,0.5226939724929422,1802.76880322682,0.6628037115458787,2752.8215103149414,55.0,118.0,27302081.0,2.085780119028805,33.0,3.0825918237750147,189.0,19.63726287278411,86.61389961389962,86.0,8.0,181.0,14.061147732750388,90.048465648928,0.10064194924896235,22321875.810264587,0.2735351565170395,606.758559399486,16.33956531948846,25.565360517276524,0.5327949781114524,2.9403373226569585,1.35506444701292,0.369916472607105,0.8604126866794052,1.597794627257665,0.6039251941051657,0.6429181697156665,0.618731490984171,0.9801145137121536,0.9096580810885124,-0.06378547497260897,0.4532125900494154,0.5118866617528212,3.9928920171348214,0.08073291725665105,4.057461820198591,0.37851501205544114,0.15729673741392555,7.9857840342696464,2.8167123342361844,1.0738504424174697,5.849516259578765,246.8128898128898,0.07330350157792985,14.675897874591072,920.992871992872,1.059379506661954,16.91713691713692,74.62221562221562,1235.9429759429759,5.421826349785534,0.08229766938950613,0.058855261992341486,1.0289384663848333,0.007736652659815001,647.3325075637839,0.2593821543214674,1.1669675842670515,17.010946353135253,2.451291398458643,41.03095922485633,0.19258607327699062,0.08503484175638139,3.2395868471586127,1529.7002091733036,0.6033266577683106,0.7406730483653561,0.5578810470931729,0.7990257874439397,13.632257678572387,0.06980312706575774,29.23170731707317,0.17824211778703153,3.408499405116002,19.359756097560975,16508.94512195122,262552.8048780488,1162.2411279796472,0.1558776996570986,38.0,0.23170731707317074,0.48352037110127394,8.503679608196336,0.0937843471594096,5.09411217521372,0.04870804870804871,16087.444192444975,11.75875464103735,0.0022470716529306945,16.37969454639461,0.022489799677216656,0.052583174285455496
Liver_40dose_120kVp_2FBP_3mm,0.9511567933532317,0.7416919506982894,14.691828964523026,19.808532303324768,23.26688977474297,23.26688977474297,21.562363068519016,25.01664118993158,3003.7531414031982,18.84102006666429,0.5933758196806017,1696.6689230108718,0.5648496541291259,3052.8766021728516,50.0,115.0,13733895.0,2.1191309699424714,35.0,2.839500368535363,161.0,20.4025786580501,81.9309051955008,80.0,11.0,150.0,14.61290137491618,85.76788533786645,0.12491301948108355,22457357.633743286,0.2656826240091988,643.456929175265,14.537179898851393,25.000379912791722,0.77646442795022,2.981708815894326,1.3988891997750619,0.3609978550326493,0.8847294914491648,1.6094171208010029,0.6070934761631268,0.6339868930331379,0.6086327508967926,0.9736390864272748,0.8962274890489876,-0.06257564370100434,0.45932125944158453,0.5201288483067196,3.7604364416753264,0.07818866379531131,4.085286478997308,0.3873984236706161,0.13817959600690566,7.520872883350652,2.8208410020245123,1.095149503917347,5.668447460442224,162.4729512587038,0.0870235411133925,11.6616835294256,496.02945902517405,1.1105884661540373,15.531869309051954,53.283877878950186,782.4799143010176,4.482120749210235,0.0965268623071439,0.08437673234495317,1.3291420689763804,0.014419101886081804,375.5938485723222,0.2541406638375428,1.1996067202614233,15.67661700347885,2.0727084111478042,31.713826978896552,0.19021862853022348,0.09965891632555428,3.078855314862419,997.698836848093,0.6637961942709126,0.7903259033414364,0.40185837771547744,0.8355411497479583,13.195386084993958,0.0854138183860139,27.344370860927153,0.18108854874786193,2.9522389368887327,17.251655629139073,4233.516556291391,58076.99337748344,339.91590916940726,0.18709420191917828,33.86092715231788,0.22424455067760185,0.4798255580552359,7.211762928626747,0.12060915190193994,5.112111906269955,0.080878414568827,4080.6421648173323,8.862363208532411,0.00410175539532403,11.916779231589103,0.032233787394790936,0.06337919219430896
Liver_40dose_100kVp_1Safire_1-5mm,0.8558905116241341,0.6667981543367084,13.56482233201084,20.343221173886313,24.59272036887342,23.224874394696176,22.1484375,26.950883058932412,2719.9135608673096,17.411569978600472,0.5226939724929422,1802.76880322682,0.6628037115458787,2752.8215103149414,47.0,110.0,22521402.0,2.0916101413702934,34.0,2.915718931015821,169.0,19.89898761446133,77.91565191565192,77.0,-8.0,177.0,14.073130181603451,81.78546987615272,0.06643206846836366,18413246.174057007,0.27189852345777504,618.0142694220508,21.950993598144105,22.447759247891447,0.4713844494531917,2.7696799318261163,1.351748348437081,0.3416151466505374,0.8547570064363643,1.6018264248370164,0.6107091006894383,0.6457893031713665,0.6217349799144712,0.980183877384926,0.9103022153206207,-0.05827045704607158,0.42410158164551137,0.5070639156828546,4.647196592262626,0.08326935188602115,4.013821998716678,0.35243878992680716,0.14543096878600165,9.294393184525251,2.7714621130555224,1.0303570700657991,5.870474916276863,237.6967626967627,0.07059600911694763,15.919695600717283,915.4823284823285,1.0654333024395393,22.55954855954856,77.48648648648648,1712.036828036828,3.95091395864355,0.056335882585882575,0.0640968395276157,1.399390576957791,0.0059054852533772205,634.3473592626312,0.25567362854512166,1.1877411437292298,22.64134289523179,2.5031000344514593,56.10074270947545,0.13533585062750048,0.05804953162381354,3.264578252199438,1510.1453842790763,0.5986519589140433,0.7366749674441982,0.5828729878113239,0.7965331302470117,18.067042366290423,0.04743541560021703,31.989247311827956,0.17198520060122557,3.3594924268701583,22.370967741935484,14267.768817204302,313228.36559139786,702.2659968637993,0.10602013385999562,50.913978494623656,0.273731067175396,0.5289997615847959,10.917697860726449,0.06884395299626095,4.9213268494417495,0.05524205524205524,13940.080963117127,9.924121752784876,0.0023096857169429548,15.970374477205842,0.022478340735051443,0.0509515409289148
Liver_40dose_120kVp_2FBP_1-5mm,0.9633627039262369,0.5668008047192477,9.668834794880723,17.058611622243493,20.158079268373736,19.922650490421113,19.37900388631925,21.327410273051864,1692.2725639343262,16.433630217632025,0.6323080718485287,1086.0978172539294,0.6417983960744983,1712.0309600830078,47.0,132.0,18894771.0,2.4944937233312325,46.0,2.9876859782770953,217.0,26.78918208115423,88.80659025787966,89.0,-20.0,237.0,18.671356729600273,94.99100394745577,0.09412352842187184,15448153.264411926,0.20697467362519373,1136.6803577146327,26.03040046282005,69.13428009882008,0.8639433761810019,4.959470025185961,2.530681631353521,0.324031478381378,1.2259186430733573,1.9507879139988507,1.0079587883517256,0.5593677910340448,0.512664597591961,0.9763929326992878,0.8977391556063806,-0.04733078008701378,0.4253768441051132,0.4765780389691978,5.0421225572124335,0.045268511545056074,4.874118690738954,0.3319806757181289,0.0930454814262198,10.084245114424867,3.1890212006395626,1.8725379141348708,5.843918570325189,195.8137535816619,0.09351182119468095,9.44774308548826,433.4049665711557,1.8688753695691245,27.512893982808023,44.786055396370585,1157.5558739255014,2.076672246563205,0.05311310293865327,0.100536082957212,3.029185157288323,0.008808866314821728,334.7206225470832,0.19731967309417253,2.02475954537831,27.793880110309665,1.8659738369109342,50.51715252776914,0.0950390260532848,0.054573429018820466,3.3861334883462035,1174.5440105526914,0.6878392626837707,0.8098229373301007,0.3178674642000926,0.8538520676276196,23.923718943016265,0.04764159157001794,26.195767195767196,0.13860194283474706,5.4618291761148905,31.423280423280424,3711.830687830688,93801.78835978836,160.40844422581887,0.10022678403126878,59.25396825396825,0.3135130595448056,0.5764988086434986,18.035497382578523,0.06875350039039947,5.013034627985693,0.09025787965616046,3589.0783572688333,4.906808943791179,0.0035374165276327104,34.75567187323297,0.034559492719313106,0.11832306202553745
Liver_40dose_100kVp_1FBP_1-5mm,0.9633627039262369,0.5668008047192477,9.668834794880723,17.058611622243493,20.158079268373736,19.922650490421113,19.37900388631925,21.327410273051864,1692.2725639343262,16.433630217632025,0.6323080718485287,1086.0978172539294,0.6417983960744983,1712.0309600830078,38.0,122.0,15843658.0,2.458058979770091,46.0,2.8687382141891464,198.0,26.533713917692705,80.55969436485196,80.0,-40.0,238.0,19.10134231765772,86.98400318410933,-0.09297735277941843,12953597.42930603,0.2087558120759819,1076.3524537747821,33.150969712609204,61.75390434368738,-0.6815719380818718,4.617855508889941,2.428829518978871,0.31023632079010255,1.1925996335983244,1.9289002711248608,0.9896480211606156,0.5665787076634966,0.5220295320118413,0.9773636416791427,0.9002662565843219,-0.04530506984223578,0.4164884398566417,0.4816025509016211,5.709899380820024,0.04743469240170676,4.78805007683543,0.3262433229452626,0.08215667523478436,11.419798761640049,3.1382268338626034,1.761671256967203,5.818637112189869,199.60744985673352,0.09532351951133407,8.555005477969985,437.134670487106,1.7823838793514741,34.78175740210124,45.605539637058264,1549.0396370582616,1.5643681185286737,0.03846601470012463,0.09386003525812929,3.249734129270293,0.006068427191048857,339.20168835879826,0.20134852726327587,1.9092119134986127,34.889304662536794,1.8962336263132928,65.6152459946401,0.07020910575332337,0.039437229148216485,3.366082495653588,1149.5877348491076,0.6774953476272695,0.8043494232605982,0.32651762911699006,0.8473901050515326,29.63794112809725,0.03411504841467154,25.55491329479769,0.14771626181963982,5.128203414748238,35.15606936416185,4238.1502890173415,149748.4797687861,129.43538065236797,0.07331144585858321,57.17341040462428,0.33048214106719237,0.5950694372746582,20.26581670757671,0.052023276955737406,4.993156832587989,0.08261700095510983,4091.642353570116,4.4140352644513,0.0033887838235625487,34.977655621102684,0.0328078249078768,0.11637215783247845
